timestamp,coast,east,farwest,north,northcentral,south,southcentral,west,system
2021-01-01 00:00:00,"11,047.02","1,517.44","3,978.22",838.35,"13,575.28","3,545.09","7,778.26","1,440.19","43,719.85"
2021-01-01 01:00:00,"10,954.47","1,523.68","3,975.76",825.12,"13,340.34","3,586.55","7,693.74","1,421.39","43,321.05"
2021-01-01 02:00:00,"10,883.66","1,519.80","3,969.81",819.55,"13,311.63","3,586.12","7,566.95","1,405.54","43,063.07"
2021-01-01 03:00:00,"10,926.48","1,523.47","3,983.49",820.61,"13,356.44","3,570.59","7,506.69","1,402.28","43,090.06"
2021-01-01 04:00:00,"11,019.80","1,565.63","3,980.94",831.61,"13,528.65","3,590.90","7,563.97","1,405.09","43,486.59"
2021-01-01 05:00:00,"11,177.30","1,620.18","3,989.05",846.89,"13,856.24","3,647.15","7,716.80","1,411.72","44,265.32"
2021-01-01 06:00:00,"11,410.56","1,674.47","4,002.89",871.25,"14,264.48","3,739.70","7,899.13","1,427.79","45,290.29"
2021-01-01 07:00:00,"11,520.86","1,734.11","4,005.83",892.65,"14,561.96","3,762.62","8,021.64","1,448.15","45,947.82"
2021-01-01 08:00:00,"11,527.48","1,767.96","3,984.84",909.84,"14,834.58","3,738.52","7,878.40","1,449.03","46,090.64"
2021-01-01 09:00:00,"11,575.08","1,800.63","3,952.64",927.24,"15,226.18","3,661.66","7,614.08","1,421.22","46,178.73"
2021-01-01 10:00:00,"11,564.60","1,796.55","3,924.62",930.78,"15,511.87","3,574.50","7,341.17","1,378.11","46,022.21"
2021-01-01 11:00:00,"11,449.63","1,787.01","3,886.97",934.50,"15,640.48","3,423.74","7,030.82","1,337.12","45,490.28"
2021-01-01 12:00:00,"11,239.41","1,780.17","3,850.07",925.17,"15,596.02","3,263.69","6,654.42","1,291.67","44,600.61"
2021-01-01 13:00:00,"10,991.15","1,755.46","3,812.65",911.45,"15,448.06","3,138.65","6,328.49","1,239.95","43,625.86"
2021-01-01 14:00:00,"10,771.28","1,724.40","3,795.83",899.23,"15,231.37","3,037.15","6,094.22","1,204.31","42,757.79"
2021-01-01 15:00:00,"10,723.90","1,680.75","3,774.07",894.75,"15,156.29","2,997.44","6,006.42","1,183.89","42,417.51"
2021-01-01 16:00:00,"10,854.77","1,739.02","3,783.26",891.31,"15,214.91","2,994.27","6,092.15","1,190.71","42,760.42"
2021-01-01 17:00:00,"11,432.51","1,843.93","3,817.36",915.65,"15,742.91","3,107.39","6,530.55","1,253.62","44,643.92"
2021-01-01 18:00:00,"11,960.57","1,893.96","3,892.41",924.14,"15,892.13","3,291.20","7,117.33","1,329.60","46,301.36"
2021-01-01 19:00:00,"12,011.27","1,872.94","3,904.44",918.71,"15,729.32","3,309.45","7,236.11","1,335.79","46,318.02"
2021-01-01 20:00:00,"12,003.20","1,855.80","3,910.68",910.99,"15,419.29","3,289.51","7,287.60","1,347.10","46,024.19"
2021-01-01 21:00:00,"11,913.45","1,809.00","3,896.85",898.57,"15,057.46","3,265.42","7,284.44","1,339.51","45,464.69"
2021-01-01 22:00:00,"11,652.65","1,744.39","3,879.35",868.80,"14,439.83","3,195.55","7,149.47","1,306.64","44,236.67"
2021-01-01 23:00:00,"11,342.77","1,660.06","3,861.36",836.39,"13,889.99","3,100.15","6,953.10","1,276.07","42,919.90"
2021-01-02 00:00:00,"11,098.08","1,546.11","3,845.30",808.95,"13,384.79","3,018.62","6,729.40","1,285.17","41,716.42"
2021-01-02 01:00:00,"10,915.40","1,516.98","3,843.72",790.47,"13,013.61","2,945.48","6,570.61","1,277.06","40,873.34"
2021-01-02 02:00:00,"10,825.03","1,506.36","3,851.81",783.91,"12,850.82","2,900.25","6,489.79","1,285.91","40,493.86"
2021-01-02 03:00:00,"10,776.77","1,507.92","3,847.78",786.11,"12,843.08","2,887.74","6,500.30","1,314.12","40,463.80"
2021-01-02 04:00:00,"10,856.06","1,535.85","3,844.83",800.53,"13,091.82","2,939.04","6,635.74","1,339.10","41,042.99"
2021-01-02 05:00:00,"11,052.45","1,588.28","3,868.47",816.73,"13,534.12","3,036.38","6,923.64","1,375.11","42,195.18"
2021-01-02 06:00:00,"11,358.23","1,660.91","3,898.41",839.17,"14,116.12","3,178.08","7,350.46","1,423.26","43,824.64"
2021-01-02 07:00:00,"11,608.81","1,734.57","3,926.69",869.06,"14,642.52","3,308.25","7,756.37","1,474.21","45,320.47"
2021-01-02 08:00:00,"11,807.23","1,778.35","3,889.87",885.48,"14,832.22","3,374.79","7,801.92","1,476.03","45,845.89"
2021-01-02 09:00:00,"11,901.21","1,767.97","3,848.47",876.50,"14,621.08","3,321.52","7,480.16","1,404.44","45,221.35"
2021-01-02 10:00:00,"11,831.41","1,712.57","3,790.82",849.70,"14,039.71","3,190.91","7,038.54","1,316.19","43,769.85"
2021-01-02 11:00:00,"11,650.69","1,632.38","3,760.19",810.67,"13,345.78","3,026.80","6,599.28","1,241.44","42,067.21"
2021-01-02 12:00:00,"11,371.16","1,585.13","3,726.16",772.74,"12,517.37","2,881.83","6,226.81","1,177.83","40,259.02"
2021-01-02 13:00:00,"11,060.44","1,507.29","3,696.82",734.80,"11,811.22","2,786.73","5,914.87","1,123.64","38,635.82"
2021-01-02 14:00:00,"10,835.22","1,445.98","3,670.54",706.64,"11,321.08","2,719.63","5,699.28","1,083.33","37,481.71"
2021-01-02 15:00:00,"10,694.92","1,422.78","3,666.57",694.29,"11,053.84","2,677.34","5,596.98","1,065.50","36,872.22"
2021-01-02 16:00:00,"10,698.17","1,436.06","3,670.13",703.61,"11,173.60","2,680.00","5,683.38","1,061.64","37,106.59"
2021-01-02 17:00:00,"11,104.73","1,556.17","3,700.08",745.78,"11,916.58","2,789.46","6,026.59","1,099.51","38,938.90"
2021-01-02 18:00:00,"11,820.93","1,695.69","3,821.26",800.66,"12,938.05","3,048.04","6,593.90","1,203.76","41,922.30"
2021-01-02 19:00:00,"12,005.50","1,743.15","3,868.68",818.10,"13,194.44","3,124.27","6,739.53","1,244.70","42,738.37"
2021-01-02 20:00:00,"12,059.38","1,778.05","3,917.94",825.42,"13,344.98","3,178.69","6,820.94","1,266.94","43,192.33"
2021-01-02 21:00:00,"11,974.99","1,766.23","3,921.76",821.95,"13,293.26","3,191.73","6,829.24","1,274.13","43,073.29"
2021-01-02 22:00:00,"11,711.32","1,750.48","3,879.14",807.43,"13,007.08","3,162.84","6,745.96","1,258.50","42,322.75"
2021-01-02 23:00:00,"11,444.61","1,710.08","3,876.71",787.14,"12,636.82","3,111.40","6,600.59","1,240.64","41,407.99"
2021-01-03 00:00:00,"11,169.96","1,653.13","3,864.49",773.19,"12,350.68","3,078.62","6,497.82","1,230.64","40,618.53"
2021-01-03 01:00:00,"10,981.20","1,656.49","3,861.92",769.72,"12,147.16","3,037.79","6,435.46","1,229.58","40,119.32"
2021-01-03 02:00:00,"10,890.47","1,656.24","3,866.18",770.17,"12,138.09","3,038.59","6,486.83","1,234.27","40,080.86"
2021-01-03 03:00:00,"10,913.78","1,655.44","3,875.23",780.24,"12,257.55","3,057.38","6,577.67","1,243.04","40,360.33"
2021-01-03 04:00:00,"10,946.86","1,692.72","3,873.86",794.05,"12,454.29","3,113.65","6,745.73","1,262.00","40,883.16"
2021-01-03 05:00:00,"11,116.16","1,756.24","3,887.35",817.25,"12,879.40","3,216.39","6,981.09","1,295.77","41,949.65"
2021-01-03 06:00:00,"11,379.81","1,821.75","3,909.70",850.56,"13,406.04","3,346.30","7,271.47","1,340.25","43,325.88"
2021-01-03 07:00:00,"11,502.60","1,891.83","3,913.04",880.92,"13,865.15","3,439.39","7,543.01","1,386.89","44,422.82"
2021-01-03 08:00:00,"11,462.30","1,895.82","3,883.71",884.69,"13,917.48","3,446.25","7,505.76","1,376.40","44,372.42"
2021-01-03 09:00:00,"11,263.97","1,814.96","3,828.97",852.69,"13,477.92","3,299.61","7,106.75","1,306.67","42,951.54"
2021-01-03 10:00:00,"10,982.31","1,689.24","3,758.63",809.74,"12,930.72","3,063.64","6,618.09","1,219.76","41,072.13"
2021-01-03 11:00:00,"10,726.50","1,554.82","3,701.97",771.40,"12,341.87","2,866.54","6,254.62","1,148.44","39,366.15"
2021-01-03 12:00:00,"10,531.66","1,480.70","3,662.99",740.00,"11,740.23","2,752.46","5,920.19","1,091.03","37,919.26"
2021-01-03 13:00:00,"10,343.41","1,411.78","3,623.54",715.02,"11,194.14","2,691.08","5,688.64","1,043.79","36,711.40"
2021-01-03 14:00:00,"10,208.31","1,337.19","3,602.45",691.01,"10,758.76","2,665.63","5,520.55","1,012.65","35,796.56"
2021-01-03 15:00:00,"10,174.21","1,259.55","3,583.65",681.00,"10,584.91","2,672.47","5,499.93","1,000.23","35,455.94"
2021-01-03 16:00:00,"10,190.64","1,313.86","3,596.38",682.11,"10,615.77","2,675.77","5,597.84","1,002.25","35,674.63"
2021-01-03 17:00:00,"10,537.90","1,414.00","3,610.09",727.58,"11,255.86","2,739.77","5,899.03","1,043.66","37,227.89"
2021-01-03 18:00:00,"11,009.83","1,532.53","3,708.32",774.24,"12,102.62","2,939.28","6,374.54","1,124.46","39,565.82"
2021-01-03 19:00:00,"11,041.59","1,553.52","3,754.89",787.59,"12,261.23","2,969.65","6,434.21","1,151.11","39,953.79"
2021-01-03 20:00:00,"10,959.95","1,564.88","3,787.51",788.02,"12,288.48","2,942.49","6,384.22","1,161.90","39,877.45"
2021-01-03 21:00:00,"10,787.00","1,536.34","3,792.36",783.98,"12,187.13","2,889.28","6,244.84","1,155.66","39,376.59"
2021-01-03 22:00:00,"10,435.94","1,489.75","3,768.75",764.87,"11,779.78","2,794.58","5,986.86","1,131.45","38,151.99"
2021-01-03 23:00:00,"10,063.19","1,403.24","3,754.20",742.23,"11,371.47","2,671.43","5,722.85","1,108.23","36,836.83"
2021-01-04 00:00:00,"9,780.41","1,328.38","3,731.69",729.25,"11,118.24","2,578.35","5,552.04","1,118.51","35,936.86"
2021-01-04 01:00:00,"9,632.86","1,331.92","3,724.11",735.86,"11,062.38","2,507.58","5,508.65","1,119.66","35,623.03"
2021-01-04 02:00:00,"9,586.24","1,346.17","3,724.03",739.60,"11,109.47","2,477.71","5,556.92","1,130.47","35,670.63"
2021-01-04 03:00:00,"9,667.76","1,383.03","3,738.40",753.94,"11,342.00","2,486.60","5,694.44","1,147.99","36,214.15"
2021-01-04 04:00:00,"9,937.12","1,440.72","3,751.61",773.83,"11,802.35","2,558.76","5,967.71","1,186.56","37,418.68"
2021-01-04 05:00:00,"10,501.04","1,559.34","3,781.46",816.87,"12,727.76","2,735.60","6,479.61","1,252.23","39,853.92"
2021-01-04 06:00:00,"11,199.57","1,704.29","3,841.87",882.86,"14,038.80","2,993.63","7,200.77","1,353.87","43,215.67"
2021-01-04 07:00:00,"11,592.12","1,787.01","3,896.01",927.80,"14,976.36","3,148.82","7,630.92","1,426.03","45,385.08"
2021-01-04 08:00:00,"11,685.25","1,774.21","3,852.85",920.49,"14,817.84","3,130.29","7,537.25","1,394.71","45,112.90"
2021-01-04 09:00:00,"11,596.76","1,689.01","3,794.58",877.36,"14,103.78","3,040.14","7,059.37","1,315.20","43,476.19"
2021-01-04 10:00:00,"11,505.26","1,622.48","3,763.18",836.40,"13,413.08","2,962.07","6,588.18","1,241.44","41,932.09"
2021-01-04 11:00:00,"11,454.66","1,559.18","3,728.17",794.64,"12,796.81","2,934.87","6,240.39","1,181.51","40,690.24"
2021-01-04 12:00:00,"11,421.48","1,486.02","3,701.67",760.88,"12,297.02","2,961.80","6,042.88","1,129.84","39,801.59"
2021-01-04 13:00:00,"11,409.74","1,469.68","3,685.93",733.34,"11,910.74","3,021.59","5,939.35","1,091.76","39,262.13"
2021-01-04 14:00:00,"11,394.07","1,442.94","3,666.72",709.82,"11,581.22","3,098.42","5,908.33","1,068.33","38,869.85"
2021-01-04 15:00:00,"11,410.13","1,414.41","3,652.81",706.04,"11,359.43","3,168.95","5,936.95","1,052.97","38,701.69"
2021-01-04 16:00:00,"11,328.45","1,432.85","3,651.98",711.71,"11,304.34","3,185.79","5,994.79","1,043.22","38,653.13"
2021-01-04 17:00:00,"11,375.86","1,471.78","3,643.02",742.39,"11,796.96","3,130.95","6,194.02","1,065.72","39,420.69"
2021-01-04 18:00:00,"11,607.97","1,586.64","3,738.82",790.19,"12,650.52","3,231.02","6,559.58","1,149.39","41,314.12"
2021-01-04 19:00:00,"11,414.69","1,615.36","3,776.26",796.23,"12,650.99","3,191.05","6,475.48","1,176.13","41,096.18"
2021-01-04 20:00:00,"11,128.49","1,609.20","3,788.42",790.78,"12,528.07","3,112.10","6,299.67","1,185.83","40,442.56"
2021-01-04 21:00:00,"10,788.22","1,583.52","3,797.11",774.93,"12,262.94","3,013.50","6,055.25","1,181.32","39,456.79"
2021-01-04 22:00:00,"10,304.36","1,511.92","3,791.13",744.75,"11,776.16","2,846.26","5,736.41","1,152.56","37,863.54"
2021-01-04 23:00:00,"9,812.14","1,434.44","3,787.23",714.81,"11,198.80","2,656.49","5,378.69","1,117.86","36,100.47"
2021-01-05 00:00:00,"9,482.13","1,348.78","3,802.25",705.15,"10,912.06","2,488.03","5,163.62","1,105.36","35,007.38"
2021-01-05 01:00:00,"9,322.44","1,358.85","3,788.02",707.09,"10,885.85","2,389.97","5,079.55","1,114.59","34,646.35"
2021-01-05 02:00:00,"9,253.94","1,393.77","3,784.41",716.08,"10,984.10","2,334.61","5,094.05","1,130.34","34,691.31"
2021-01-05 03:00:00,"9,301.09","1,459.21","3,785.16",733.02,"11,261.28","2,322.31","5,190.67","1,158.79","35,211.54"
2021-01-05 04:00:00,"9,539.76","1,531.00","3,834.71",766.50,"11,857.91","2,351.50","5,434.84","1,202.90","36,519.12"
2021-01-05 05:00:00,"10,093.87","1,657.90","3,891.91",821.01,"12,961.23","2,476.49","5,894.71","1,276.79","39,073.91"
2021-01-05 06:00:00,"10,869.55","1,834.26","3,986.62",901.39,"14,465.25","2,716.12","6,570.96","1,397.86","42,742.01"
2021-01-05 07:00:00,"11,293.05","1,926.31","4,019.22",945.52,"15,347.90","2,854.15","7,023.74","1,463.39","44,873.30"
2021-01-05 08:00:00,"11,413.52","1,859.82","3,977.30",926.00,"15,100.63","2,890.12","7,012.04","1,420.86","44,600.29"
2021-01-05 09:00:00,"11,460.67","1,738.22","3,908.38",868.86,"14,228.58","2,933.04","6,802.29","1,324.34","43,264.37"
2021-01-05 10:00:00,"11,446.32","1,658.08","3,832.50",819.45,"13,520.28","2,964.78","6,566.31","1,227.71","42,035.42"
2021-01-05 11:00:00,"11,410.67","1,558.13","3,796.73",785.96,"12,875.02","3,024.00","6,330.43","1,165.22","40,946.15"
2021-01-05 12:00:00,"11,314.74","1,488.85","3,760.76",759.33,"12,322.60","3,078.46","6,153.55","1,120.96","39,999.25"
2021-01-05 13:00:00,"11,302.87","1,435.33","3,743.72",742.03,"11,961.23","3,139.71","6,001.18","1,072.59","39,398.66"
2021-01-05 14:00:00,"11,280.45","1,365.37","3,734.72",719.55,"11,610.11","3,187.68","5,906.62","1,047.17","38,851.66"
2021-01-05 15:00:00,"11,224.89","1,371.29","3,730.19",710.46,"11,401.25","3,212.93","5,894.67","1,032.63","38,578.31"
2021-01-05 16:00:00,"11,127.03","1,395.58","3,723.02",716.28,"11,484.87","3,205.31","5,966.95","1,035.55","38,654.58"
2021-01-05 17:00:00,"11,280.63","1,484.64","3,731.49",749.41,"12,078.66","3,162.71","6,248.68","1,048.47","39,784.69"
2021-01-05 18:00:00,"11,627.08","1,592.26","3,845.94",790.28,"12,820.24","3,292.74","6,605.59","1,111.34","41,685.46"
2021-01-05 19:00:00,"11,530.62","1,607.46","3,881.19",796.19,"12,749.19","3,275.92","6,520.50","1,121.39","41,482.46"
2021-01-05 20:00:00,"11,346.30","1,587.02","3,893.72",790.91,"12,563.61","3,199.65","6,331.79","1,112.79","40,825.81"
2021-01-05 21:00:00,"10,987.66","1,541.78","3,890.50",774.19,"12,064.96","3,099.02","6,032.86","1,089.94","39,480.91"
2021-01-05 22:00:00,"10,523.54","1,441.81","3,860.50",739.58,"11,367.26","2,922.87","5,637.20","1,048.88","37,541.64"
2021-01-05 23:00:00,"10,023.64","1,364.62","3,835.14",705.67,"10,563.32","2,713.34","5,222.44","1,001.64","35,429.82"
2021-01-06 00:00:00,"9,690.07","1,310.14","3,817.52",681.25,"10,017.47","2,532.02","4,893.82",961.05,"33,903.34"
2021-01-06 01:00:00,"9,507.76","1,268.06","3,817.04",670.35,"9,622.96","2,405.46","4,696.24",957.11,"32,944.98"
2021-01-06 02:00:00,"9,392.04","1,257.74","3,819.09",667.17,"9,449.80","2,329.88","4,590.00",951.96,"32,457.68"
2021-01-06 03:00:00,"9,387.30","1,255.81","3,821.71",669.17,"9,421.74","2,292.69","4,561.18",954.74,"32,364.34"
2021-01-06 04:00:00,"9,571.04","1,300.56","3,851.77",688.63,"9,676.26","2,303.20","4,654.28",977.57,"33,023.31"
2021-01-06 05:00:00,"10,077.64","1,406.62","3,892.56",720.73,"10,415.97","2,404.18","4,930.45","1,035.83","34,883.98"
2021-01-06 06:00:00,"10,734.96","1,510.28","3,978.28",793.47,"11,519.78","2,622.45","5,395.67","1,134.24","37,689.14"
2021-01-06 07:00:00,"11,046.39","1,603.27","4,012.94",832.91,"12,184.31","2,730.86","5,726.88","1,187.21","39,324.76"
2021-01-06 08:00:00,"11,212.42","1,617.54","3,982.67",842.24,"12,395.55","2,776.62","5,831.12","1,185.66","39,843.82"
2021-01-06 09:00:00,"11,417.79","1,646.22","3,965.97",852.84,"12,624.40","2,860.73","5,951.20","1,175.63","40,494.79"
2021-01-06 10:00:00,"11,504.31","1,647.25","3,941.50",865.05,"12,768.46","2,944.29","6,013.27","1,160.35","40,844.49"
2021-01-06 11:00:00,"11,618.88","1,628.39","3,920.21",870.15,"12,771.12","3,042.48","6,043.25","1,139.02","41,033.50"
2021-01-06 12:00:00,"11,665.36","1,621.35","3,873.93",866.88,"12,540.86","3,121.21","6,006.25","1,116.34","40,812.18"
2021-01-06 13:00:00,"11,704.49","1,598.44","3,866.75",865.80,"12,335.26","3,170.69","5,920.60","1,093.30","40,555.33"
2021-01-06 14:00:00,"11,704.59","1,603.06","3,846.54",858.88,"12,152.45","3,202.19","5,804.26","1,082.00","40,253.97"
2021-01-06 15:00:00,"11,714.12","1,586.12","3,847.99",857.74,"12,248.07","3,219.61","5,766.94","1,078.14","40,318.72"
2021-01-06 16:00:00,"11,844.10","1,614.86","3,859.02",865.44,"12,819.58","3,205.91","5,846.82","1,093.46","41,149.19"
2021-01-06 17:00:00,"11,823.35","1,664.76","3,854.49",887.82,"13,646.72","3,165.88","6,067.12","1,130.00","42,240.13"
2021-01-06 18:00:00,"11,730.16","1,723.04","3,890.47",897.64,"14,116.22","3,254.65","6,477.38","1,206.05","43,295.60"
2021-01-06 19:00:00,"11,554.86","1,713.59","3,903.39",886.17,"14,027.65","3,185.65","6,458.07","1,227.47","42,956.85"
2021-01-06 20:00:00,"11,352.87","1,704.61","3,923.58",869.60,"13,822.86","3,088.69","6,345.36","1,237.39","42,344.96"
2021-01-06 21:00:00,"11,022.99","1,658.00","3,926.74",836.44,"13,353.72","2,982.80","6,170.40","1,224.29","41,175.38"
2021-01-06 22:00:00,"10,597.07","1,576.39","3,895.88",796.73,"12,643.45","2,827.64","5,848.82","1,186.51","39,372.49"
2021-01-06 23:00:00,"10,196.81","1,490.22","3,887.55",765.49,"11,966.89","2,640.09","5,555.30","1,157.28","37,659.62"
2021-01-07 00:00:00,"9,934.91","1,468.16","3,863.89",753.50,"11,567.30","2,509.93","5,381.58","1,134.01","36,613.29"
2021-01-07 01:00:00,"9,828.30","1,461.88","3,848.51",749.29,"11,302.00","2,429.32","5,308.24","1,138.78","36,066.32"
2021-01-07 02:00:00,"9,794.83","1,456.52","3,849.30",751.01,"11,218.52","2,398.32","5,322.68","1,154.52","35,945.71"
2021-01-07 03:00:00,"9,871.79","1,473.00","3,872.39",761.24,"11,289.38","2,413.21","5,430.68","1,177.05","36,288.73"
2021-01-07 04:00:00,"10,176.36","1,520.23","3,897.20",780.86,"11,687.24","2,496.78","5,687.47","1,219.89","37,466.03"
2021-01-07 05:00:00,"10,814.09","1,597.56","3,927.25",824.52,"12,582.86","2,698.81","6,204.97","1,294.59","39,944.67"
2021-01-07 06:00:00,"11,694.85","1,758.69","3,999.17",892.73,"13,845.75","3,033.54","6,963.21","1,413.50","43,601.44"
2021-01-07 07:00:00,"12,126.53","1,826.93","4,046.45",926.14,"14,595.64","3,276.77","7,474.20","1,478.25","45,750.90"
2021-01-07 08:00:00,"12,242.81","1,822.01","3,998.58",932.22,"14,677.69","3,294.51","7,454.04","1,433.57","45,855.42"
2021-01-07 09:00:00,"12,231.75","1,774.47","3,915.50",906.94,"14,647.02","3,214.29","7,163.56","1,355.39","45,208.91"
2021-01-07 10:00:00,"12,129.59","1,818.10","3,830.30",890.83,"14,513.76","3,083.73","6,893.82","1,279.97","44,440.11"
2021-01-07 11:00:00,"11,961.30","1,793.27","3,778.18",869.72,"14,306.34","2,981.81","6,608.62","1,219.94","43,519.17"
2021-01-07 12:00:00,"11,787.00","1,775.06","3,745.07",845.49,"14,050.29","2,910.45","6,365.95","1,160.94","42,640.25"
2021-01-07 13:00:00,"11,615.44","1,744.18","3,720.92",839.61,"13,841.76","2,868.52","6,123.52","1,115.91","41,869.85"
2021-01-07 14:00:00,"11,441.84","1,744.81","3,702.89",838.70,"13,601.63","2,863.42","5,983.98","1,090.28","41,267.55"
2021-01-07 15:00:00,"11,351.87","1,736.10","3,692.72",838.38,"13,489.12","2,867.40","5,941.03","1,082.87","40,999.48"
2021-01-07 16:00:00,"11,346.74","1,764.35","3,700.21",842.15,"13,691.78","2,884.40","6,022.35","1,094.07","41,346.05"
2021-01-07 17:00:00,"11,725.12","1,822.16","3,711.41",867.88,"14,328.49","2,906.80","6,316.67","1,127.92","42,806.46"
2021-01-07 18:00:00,"12,185.22","1,893.53","3,818.02",897.52,"14,828.92","3,084.18","6,808.86","1,211.00","44,727.25"
2021-01-07 19:00:00,"12,169.89","1,907.54","3,840.10",894.57,"14,774.36","3,123.16","6,917.80","1,238.25","44,865.67"
2021-01-07 20:00:00,"12,082.09","1,876.16","3,870.97",880.52,"14,574.83","3,122.47","6,918.76","1,250.61","44,576.41"
2021-01-07 21:00:00,"11,799.35","1,785.25","3,871.82",853.24,"14,040.59","3,089.31","6,833.41","1,250.71","43,523.69"
2021-01-07 22:00:00,"11,370.45","1,669.04","3,842.59",816.13,"13,274.82","2,990.45","6,570.71","1,222.11","41,756.30"
2021-01-07 23:00:00,"10,969.79","1,581.27","3,800.52",786.59,"12,557.13","2,863.94","6,329.42","1,196.61","40,085.27"
2021-01-08 00:00:00,"10,707.61","1,545.81","3,768.86",767.43,"12,082.74","2,807.99","6,190.68","1,195.76","39,066.88"
2021-01-08 01:00:00,"10,600.11","1,525.67","3,784.30",758.64,"11,812.69","2,764.71","6,174.22","1,202.47","38,622.81"
2021-01-08 02:00:00,"10,521.13","1,520.22","3,814.21",761.78,"11,784.85","2,783.91","6,218.30","1,229.44","38,633.85"
2021-01-08 03:00:00,"10,559.84","1,520.65","3,833.04",770.38,"11,907.80","2,833.92","6,364.97","1,262.14","39,052.74"
2021-01-08 04:00:00,"10,835.38","1,535.99","3,849.97",789.50,"12,294.50","2,946.20","6,683.86","1,315.71","40,251.12"
2021-01-08 05:00:00,"11,405.54","1,642.06","3,913.45",830.14,"13,174.16","3,166.82","7,206.10","1,388.64","42,726.91"
2021-01-08 06:00:00,"12,143.19","1,820.91","3,975.38",894.65,"14,383.41","3,519.11","7,989.92","1,500.79","46,227.38"
2021-01-08 07:00:00,"12,537.50","1,895.70","4,021.42",931.80,"15,175.73","3,752.73","8,482.39","1,567.54","48,364.81"
2021-01-08 08:00:00,"12,582.65","1,900.42","4,005.04",942.78,"15,396.78","3,750.64","8,349.42","1,546.79","48,474.52"
2021-01-08 09:00:00,"12,459.85","1,903.35","3,936.04",942.24,"15,473.52","3,596.68","7,918.67","1,490.04","47,720.39"
2021-01-08 10:00:00,"12,487.05","1,862.31","3,899.47",939.81,"15,472.67","3,402.71","7,568.18","1,442.85","47,075.06"
2021-01-08 11:00:00,"12,456.62","1,839.80","3,889.49",917.23,"15,215.82","3,226.18","7,253.44","1,391.63","46,190.22"
2021-01-08 12:00:00,"12,303.52","1,814.59","3,875.88",877.71,"14,603.24","3,078.39","6,913.17","1,335.22","44,801.72"
2021-01-08 13:00:00,"12,165.29","1,780.78","3,881.52",851.99,"13,754.95","2,988.62","6,585.80","1,286.55","43,295.49"
2021-01-08 14:00:00,"11,954.51","1,701.77","3,888.52",821.33,"13,077.04","2,940.45","6,355.27","1,247.06","41,985.95"
2021-01-08 15:00:00,"11,650.40","1,681.46","3,909.18",804.89,"12,794.58","2,900.27","6,253.04","1,220.35","41,214.16"
2021-01-08 16:00:00,"11,599.91","1,720.87","3,933.81",811.95,"12,869.55","2,903.85","6,334.06","1,220.74","41,394.74"
2021-01-08 17:00:00,"12,019.58","1,811.55","3,955.70",844.02,"13,636.95","2,953.59","6,738.57","1,254.38","43,214.34"
2021-01-08 18:00:00,"12,501.57","1,907.33","4,049.91",895.11,"14,556.77","3,173.58","7,308.17","1,345.44","45,737.88"
2021-01-08 19:00:00,"12,518.02","1,939.96","4,055.69",906.31,"14,695.01","3,243.46","7,432.67","1,378.33","46,169.45"
2021-01-08 20:00:00,"12,482.48","1,881.98","4,056.55",913.74,"14,763.96","3,268.01","7,457.57","1,392.90","46,217.19"
2021-01-08 21:00:00,"12,302.51","1,868.46","4,047.23",905.88,"14,638.90","3,273.67","7,372.25","1,393.27","45,802.18"
2021-01-08 22:00:00,"11,943.60","1,837.97","4,029.95",884.25,"14,306.09","3,239.61","7,251.11","1,357.89","44,850.46"
2021-01-08 23:00:00,"11,591.47","1,777.38","4,007.83",868.02,"14,016.25","3,175.23","7,086.00","1,336.02","43,858.20"
2021-01-09 00:00:00,"11,524.78","1,751.32","4,041.33",850.40,"13,664.99","3,081.54","7,007.53","1,315.99","43,237.89"
2021-01-09 01:00:00,"11,413.88","1,750.53","4,039.39",854.22,"13,650.18","3,051.01","6,993.72","1,327.54","43,080.48"
2021-01-09 02:00:00,"11,418.01","1,763.80","4,045.13",861.89,"13,816.78","3,047.18","7,044.89","1,352.31","43,349.99"
2021-01-09 03:00:00,"11,490.13","1,786.71","4,062.00",877.92,"14,094.19","3,057.45","7,154.99","1,381.48","43,904.88"
2021-01-09 04:00:00,"11,647.49","1,835.73","4,056.28",909.24,"14,494.52","3,082.11","7,354.67","1,413.05","44,793.08"
2021-01-09 05:00:00,"11,972.56","1,901.94","4,067.76",938.19,"15,094.87","3,160.55","7,635.13","1,460.41","46,231.39"
2021-01-09 06:00:00,"12,380.74","2,000.99","4,082.59",979.00,"15,891.06","3,283.52","8,061.58","1,518.83","48,198.30"
2021-01-09 07:00:00,"12,703.32","2,097.32","4,111.43","1,012.84","16,669.31","3,392.94","8,474.32","1,576.17","50,037.65"
2021-01-09 08:00:00,"12,779.92","2,102.48","4,086.01","1,010.33","16,681.44","3,473.12","8,523.29","1,570.72","50,227.33"
2021-01-09 09:00:00,"12,631.38","2,006.75","4,078.23",969.51,"16,017.87","3,508.24","8,092.73","1,512.31","48,817.03"
2021-01-09 10:00:00,"12,367.93","1,941.12","4,066.64",914.59,"15,194.27","3,502.26","7,593.60","1,431.62","47,012.03"
2021-01-09 11:00:00,"11,989.46","1,809.41","4,065.47",867.13,"14,328.09","3,460.19","7,215.57","1,360.27","45,095.60"
2021-01-09 12:00:00,"11,585.18","1,701.81","4,055.29",819.58,"13,560.95","3,392.21","6,878.51","1,300.31","43,293.84"
